PERIOD 1: 9/5/12 - 9/10/12 MATCHUPS,@,RESULTS,,
Gooberville Sea Lions (L),Hjorthagen Highlanders (W),94.0 - 116.0,,
Lindesberg Latecomers (W),Gröna Dalens Vildhästar (L),97.0 - 80.0,,
Nya Englands Patrioter (L),Vendelso Villains (W),87.0 - 97.0,,
Bagarmossen Barbarians (L),Solna Big Moose (W),95.0 - 101.0,,
Danderyd Dragons (W),Saltis 73'ers (L),111.0 - 96.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Danderyd Dragons,1,0,0,111
Solna Big Moose,1,0,0,101
Gooberville Sea Lions,0,1,0,94
Nya Englands Patrioter,0,1,0,87
Gröna Dalens Vildhästar,0,1,0,80
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Hjorthagen Highlanders,1,0,0,116
Lindesberg Latecomers,1,0,0,97
Vendelso Villains,1,0,0,97
Saltis 73'ers,0,1,0,96
Bagarmossen Barbarians,0,1,0,95
PERIOD 2: 9/11/12 - 9/17/12 MATCHUPS,@,RESULTS,,
Hjorthagen Highlanders (L),Danderyd Dragons (W),95.0 - 98.0,,
Vendelso Villains (W),Gooberville Sea Lions (L),126.0 - 92.0,,
Gröna Dalens Vildhästar (L),Bagarmossen Barbarians (W),79.0 - 112.0,,
Lindesberg Latecomers (L),Solna Big Moose (W),68.0 - 88.0,,
Nya Englands Patrioter (L),Saltis 73'ers (W),83.0 - 105.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Danderyd Dragons,2,0,0,209
Solna Big Moose,2,0,0,189
Gooberville Sea Lions,0,2,0,186
Nya Englands Patrioter,0,2,0,170
Gröna Dalens Vildhästar,0,2,0,159
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Vendelso Villains,2,0,0,223
Hjorthagen Highlanders,1,1,0,211
Bagarmossen Barbarians,1,1,0,207
Saltis 73'ers,1,1,0,201
Lindesberg Latecomers,1,1,0,165
PERIOD 3: 9/18/12 - 9/24/12 MATCHUPS,@,RESULTS,,
Gröna Dalens Vildhästar (L),Hjorthagen Highlanders (W),86.0 - 135.0,,
Saltis 73'ers (W),Gooberville Sea Lions (L),122.0 - 79.0,,
Solna Big Moose (L),Vendelso Villains (W),78.0 - 94.0,,
Danderyd Dragons (L),Nya Englands Patrioter (W),82.0 - 90.0,,
Bagarmossen Barbarians (W),Lindesberg Latecomers (L),78.0 - 49.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Danderyd Dragons,2,1,0,291
Solna Big Moose,2,1,0,267
Nya Englands Patrioter,1,2,0,260
Gooberville Sea Lions,0,3,0,265
Gröna Dalens Vildhästar,0,3,0,245
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Vendelso Villains,3,0,0,317
Hjorthagen Highlanders,2,1,0,346
Saltis 73'ers,2,1,0,323
Bagarmossen Barbarians,2,1,0,285
Lindesberg Latecomers,1,2,0,214
PERIOD 4: 9/25/12 - 10/1/12 MATCHUPS,@,RESULTS,,
Solna Big Moose (W),Hjorthagen Highlanders (L),126.0 - 105.0,,
Gooberville Sea Lions (L),Bagarmossen Barbarians (W),77.0 - 81.0,,
Nya Englands Patrioter (L),Lindesberg Latecomers (W),90.0 - 112.0,,
Gröna Dalens Vildhästar (W),Danderyd Dragons (L),123.0 - 103.0,,
Vendelso Villains (W),Saltis 73'ers (L),118.0 - 107.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Solna Big Moose,3,1,0,393
Danderyd Dragons,2,2,0,394
Gröna Dalens Vildhästar,1,3,0,368
Nya Englands Patrioter,1,3,0,350
Gooberville Sea Lions,0,4,0,342
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Vendelso Villains,4,0,0,435
Bagarmossen Barbarians,3,1,0,366
Hjorthagen Highlanders,2,2,0,451
Saltis 73'ers,2,2,0,430
Lindesberg Latecomers,2,2,0,326
PERIOD 5: 10/2/12 - 10/8/12 MATCHUPS,@,RESULTS,,
Bagarmossen Barbarians (W),Hjorthagen Highlanders (L),123.0 - 117.0,,
Gooberville Sea Lions (L),Nya Englands Patrioter (W),66.0 - 88.0,,
Lindesberg Latecomers (L),Vendelso Villains (W),75.0 - 98.0,,
Saltis 73'ers (W),Gröna Dalens Vildhästar (L),109.0 - 84.0,,
Danderyd Dragons (L),Solna Big Moose (W),91.0 - 99.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Solna Big Moose,4,1,0,492
Danderyd Dragons,2,3,0,485
Nya Englands Patrioter,2,3,0,438
Gröna Dalens Vildhästar,1,4,0,452
Gooberville Sea Lions,0,5,0,408
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Vendelso Villains,5,0,0,533
Bagarmossen Barbarians,4,1,0,489
Saltis 73'ers,3,2,0,539
Hjorthagen Highlanders,2,3,0,568
Lindesberg Latecomers,2,3,0,401
PERIOD 6: 10/9/12 - 10/15/12 MATCHUPS,@,RESULTS,,
Saltis 73'ers (W),Bagarmossen Barbarians (L),76.0 - 75.0,,
